timestamp,daily_1,daily_2,daily_3,daily_4,daily_5,daily_6,daily_7,daily_8,daily_9,daily_10,daily_11,daily_12,daily_13,daily_14,daily_15,daily_16,daily_17,daily_18,daily_19,daily_20,anomaly,nb anomalies,nb anomalies collectives,Unnamed: 24,Unnamed: 25
2016-01-01T00:00,16.19,11.83,16.09,11.76,65.63,157.93,657.89,3320.45,659.46,5.26,29.0,24.05,28.85,25.46,80.77,291.48,807.99,4037.65,795.0,12.9,,100,75,,
2016-01-01T01:00,14.96,11.13,14.6,9.13,65.18,149.73,652.82,3230.62,651.68,5.01,31.32,27.66,32.37,28.11,80.82,323.86,804.66,4117.85,829.76,13.83,,,,,
2016-01-01T02:00,14.91,11.17,12.46,9.32,65.19,149.26,646.73,3259.48,651.24,5.82,32.94,30.58,32.17,28.05,84.18,338.07,840.68,4124.13,830.04,14.89,,,,,
2016-01-01T03:00,15.37,11.34,11.23,8.2,65.33,151.88,650.91,3231.57,646.03,6.06,35.73,33.73,31.21,27.98,85.74,369.53,859.12,4253.67,862.65,16.11,,,,,
2016-01-01T04:00,14.58,12.46,12.5,7.91,64.84,150.38,648.8,3261.33,647.09,6.48,37.8,35.57,34.49,33.17,88.69,388.38,864.93,4444.34,866.45,17.42,,,,,
2016-01-01T05:00,15.19,13.81,13.7,14.17,64.83,147.03,646.06,3230.09,653.96,6.98,38.7,39.7,40.57,39.4,91.37,398.37,894.8,4539.17,901.31,18.89,,,,,
2016-01-01T06:00,15.99,16.43,17.82,17.6,66.18,157.64,663.82,3297.78,662.63,8.27,42.82,42.46,44.4,43.61,93.33,418.12,920.37,4556.98,931.72,21.24,,,,,
2016-01-01T07:00,17.18,19.42,22.14,25.13,66.67,171.78,671.65,3347.17,671.75,9.96,42.7,47.02,49.62,51.16,93.83,440.84,949.24,4683.5,943.6,23.89,,,,,
2016-01-01T08:00,17.71,21.77,24.7,29.02,68.42,182.89,683.37,3419.06,683.0,10.5,47.41,49.05,52.11,55.83,95.72,445.62,967.25,4811.43,967.77,25.68,,,,,
2016-01-01T09:00,17.95,25.29,25.67,34.09,67.57,179.21,684.11,3404.89,682.78,12.46,44.63,49.94,52.74,60.75,93.07,444.2,940.99,4748.98,948.13,25.53,,,,,
2016-01-01T10:00,19.29,27.68,27.08,36.16,68.93,192.2,688.81,3446.45,691.08,13.54,41.45,50.61,48.45,57.91,91.34,430.73,916.16,4530.0,912.38,24.77,,,,,
2016-01-01T11:00,18.79,25.52,26.05,31.49,68.72,193.45,689.68,3457.6,693.53,12.48,40.15,45.12,46.92,52.75,90.5,413.15,906.4,4555.47,887.33,23.64,,,,,
2016-01-01T12:00,21.25,25.76,27.52,32.84,71.39,210.77,707.85,3547.44,709.77,12.58,34.0,39.25,40.51,47.03,84.23,339.91,842.91,4291.27,862.89,19.75,,,,,
2016-01-01T13:00,21.95,27.84,27.62,34.7,72.37,222.28,718.55,3584.59,723.15,13.67,29.91,36.74,37.58,41.55,80.7,312.1,784.88,3933.82,807.29,18.01,,,,,
2016-01-01T14:00,21.89,27.98,26.41,33.82,71.8,216.31,719.78,3603.67,721.28,14.59,23.52,31.93,28.37,38.31,76.14,239.37,756.76,3718.29,748.95,15.69,,,,,
2016-01-01T15:00,23.17,30.12,26.79,35.58,72.77,230.64,731.15,3635.11,728.04,15.67,20.41,29.32,22.87,32.1,71.34,188.66,687.56,3505.17,694.85,13.9,,,,,
2016-01-01T16:00,23.79,32.68,27.39,35.57,73.7,236.41,741.61,3700.2,737.55,15.49,15.07,23.19,18.24,26.64,65.16,151.31,664.74,3242.31,663.6,11.25,,,,,
2016-01-01T17:00,23.35,28.84,25.41,31.97,72.82,228.42,733.85,3669.97,731.28,14.03,9.61,17.44,11.97,16.47,59.42,113.36,592.31,2973.38,609.63,8.48,,,,,
