timestamp,daily_1,daily_2,daily_3,daily_4,daily_5,daily_6,daily_7,daily_8,daily_9,daily_10,daily_11,daily_12,daily_13,daily_14,daily_15,daily_16,daily_17,daily_18,daily_19,daily_20,anomaly,nb anomalies
2016-01-01T00:00,16.07,10.51,16.3,11.62,66.27,161.47,658.84,3308.14,658.1,5.43,29.21,25.18,29.14,23.86,80.3,308.46,798.97,3966.43,806.32,12.53,,100.0
2016-01-01T01:00,15.19,11.42,14.03,10.25,64.91,148.62,652.8,3261.63,652.22,5.23,32.71,28.3,31.45,26.72,82.25,319.99,828.64,4053.87,814.84,13.92,,
2016-01-01T02:00,15.16,12.09,13.26,9.9,64.74,147.97,650.07,3251.18,647.38,6.04,34.05,31.67,32.3,28.11,84.1,338.67,843.06,4202.09,830.39,15.22,,
2016-01-01T03:00,15.04,12.34,10.6,7.1,64.91,152.52,649.25,3238.01,649.99,6.27,35.5,32.45,32.18,29.13,85.24,366.62,863.57,4340.68,849.95,16.65,,
2016-01-01T04:00,14.79,11.44,12.42,9.37,65.06,152.63,648.91,3242.0,651.46,5.7,38.44,35.7,34.95,31.86,88.89,388.61,887.37,4378.17,874.06,17.66,,
2016-01-01T05:00,14.88,13.86,13.69,13.04,64.8,148.96,652.41,3258.6,651.12,7.31,38.98,38.81,39.49,37.25,88.99,404.27,895.16,4514.13,894.41,19.31,,
2016-01-01T06:00,15.76,15.66,17.13,16.17,66.19,160.9,658.13,3312.08,658.43,8.24,41.12,42.88,42.97,42.06,91.47,419.93,927.46,4630.76,920.36,20.61,,
2016-01-01T07:00,17.18,20.58,21.99,25.19,67.26,171.53,667.46,3336.23,668.48,10.18,43.98,47.18,48.96,51.19,93.9,437.28,934.29,4718.19,936.86,23.94,,
2016-01-01T08:00,17.94,21.78,23.67,28.75,67.92,181.31,682.65,3401.41,681.15,10.87,45.06,49.99,51.46,55.97,95.39,466.75,962.46,4820.13,955.28,25.0,,
2016-01-01T09:00,17.94,25.34,26.5,32.09,68.25,179.85,680.26,3391.53,678.2,12.28,44.18,51.74,51.14,58.66,93.9,441.82,949.61,4676.91,933.94,25.19,,
2016-01-01T10:00,18.96,26.59,27.41,35.09,68.76,191.97,689.94,3441.13,692.49,13.44,41.2,49.91,49.49,58.41,91.57,415.49,924.99,4607.91,920.08,24.66,,
2016-01-01T11:00,19.09,25.06,25.6,31.17,69.23,187.52,691.08,3443.94,691.09,12.48,40.83,46.61,47.52,52.06,90.58,389.98,899.51,4458.84,892.98,23.41,,
2016-01-01T12:00,20.88,25.56,26.89,31.45,71.23,212.53,707.31,3535.74,707.27,13.32,34.35,39.21,39.99,45.28,84.23,356.19,856.15,4268.93,844.07,19.56,,
2016-01-01T13:00,21.76,28.36,27.62,34.72,72.1,218.38,719.91,3591.91,720.93,13.9,29.3,36.36,36.98,41.88,80.96,295.92,791.96,4002.87,798.54,18.0,,
2016-01-01T14:00,21.85,28.78,26.86,34.28,72.06,219.79,717.2,3613.3,719.56,14.53,25.18,32.3,31.1,38.05,74.4,251.56,754.26,3733.13,749.59,16.13,,
2016-01-01T15:00,22.93,30.75,27.29,35.17,73.14,227.56,727.39,3639.31,728.25,15.3,19.69,27.63,24.05,31.84,70.19,193.99,701.08,3543.18,691.22,13.62,,
2016-01-01T16:00,23.97,31.79,26.75,35.23,74.11,240.74,738.34,3707.03,741.4,15.84,15.35,22.37,18.0,26.36,64.81,151.04,651.06,3198.92,650.4,11.59,,
2016-01-01T17:00,22.77,29.52,25.16,30.8,72.89,229.47,727.71,3654.38,728.1,14.38,10.47,15.41,12.14,17.56,59.89,100.84,590.47,2960.25,589.7,7.56,,
2016-01-01T18:00,21.97,29.4,24.08,30.41,72.13,218.81,717.57,3607.22,718.55,14.57,14.91,22.77,17.66,23.96,65.4,152.6,648.94,3273.65,640.38,11.47,,
2016-01-01T19:00,20.87,25.59,22.09,26.37,71.23,211.92,709.77,3536.09,709.8,13.03,20.07,24.14,21.56,26.6,70.04,200.48,702.83,3502.97,690.62,12.82,,
2016-01-01T20:00,19.23,22.31,19.5,22.46,69.19,187.53,690.84,3457.82,690.72,10.73,24.45,28.91,25.95,29.12,75.21,253.45,745.37,3727.21,744.69,13.58,,
2016-01-01T21:00,18.96,21.54,19.0,20.93,69.13,187.83,691.43,3447.3,689.15,10.4,30.63,31.44,30.97,32.24,80.5,304.15,799.02,3991.58,807.11,15.9,,
2016-01-01T22:00,17.84,20.54,18.28,20.6,67.78,181.66,677.96,3397.16,678.66,10.22,39.74,42.51,40.34,41.12,89.44,399.5,905.83,4492.27,890.67,21.23,,
