timestamp,daily_1,daily_2,daily_3,daily_4,daily_5,daily_6,daily_7,daily_8,daily_9,daily_10,daily_11,daily_12,daily_13,daily_14,daily_15,daily_16,daily_17,daily_18,daily_19,daily_20,anomaly,nb anomalies,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26
2016-01-01T00:00,16.00920793728404,11.04589748341427,16.0587544202073,11.13795104409791,65.95520144769995,159.5976018798802,659.9211890030202,3302.754698937793,660.5269412702243,5.475405719610837,30.1898664114629,24.94839220088094,29.86485248499431,25.03827250311418,80.09427083795227,300.1524787676727,801.3698370849711,3991.028020275878,798.3492062995308,12.5,,30,,,,
2016-01-01T01:00,14.9712572199616,11.05975736341907,14.10884247501396,9.963033701521578,65.01113270276575,150.4580619371214,650.4644707963055,3247.698293860985,650.3838052206571,5.543175079762162,32.08542661244424,28.14712625135554,31.11517097837039,26.89983670900954,81.79416826731692,318.7241740404613,820.9198918159635,4102.376903288201,820.5818970537018,14.0,,,,,,
2016-01-01T02:00,15.03384370804934,11.95536217345273,13.00061756396189,10.19128998385965,64.97560631203149,149.8513840950834,649.8287143519725,3247.449370133252,650.1641296577219,5.969458280649055,33.88239480928802,30.99930956767646,32.00659127496554,28.96000351913989,84.18367138784522,340.7115998345946,838.8468406795664,4193.618578804065,838.5592995253602,15.5,,,,,,
2016-01-01T03:00,14.94335776257635,12.02192916908769,10.9534683130088,7.948053777292673,64.97892070746856,150.2294476869219,650.170177625178,3251.07934289101,649.4884803766669,5.944463672730037,35.90379508601645,33.04294878823516,31.97580908609773,29.19983918725418,86.14662493903195,357.9920981504781,861.724912258629,4295.005010017734,860.1681169236939,16.5,,,,,,
2016-01-01T04:00,15.03593906385541,12.02226693105318,12.01640760696946,9.113757002157655,65.01856868580713,149.5176921478264,650.1277932257316,3249.538308226972,650.4813265388387,5.974553094216827,38.02204489524372,35.16961656171377,34.85873437421347,31.78891794744479,88.05047175418997,379.2504041633562,879.329620382953,4390.163044325895,878.8992927053605,17.5,,,,,,
2016-01-01T05:00,14.99972534401861,14.0328612503711,13.98684536761577,13.15697655916986,64.9820932618886,150.2410415793669,650.0775910939955,3249.575506360068,650.1324107400611,6.96874198294982,40.1663748429259,39.05381131581701,39.22146035121142,38.20605485032134,89.8590456456933,401.0547612482715,900.4067618646108,4508.089234071116,902.0081555742264,19.5,,,,,,
2016-01-01T06:00,16.04567343096381,15.92184610296003,17.02963531125389,16.86701361617159,65.99988773850865,160.385499695375,659.86381754653,3298.150354819466,659.9666472113557,8.039662045912662,41.82241463656327,42.00277906017988,43.10655526489587,42.99513618977426,91.81669738892123,420.4295022587965,920.2811094478169,4597.330775599642,918.7325227253356,21.0,,,,,,
2016-01-01T07:00,16.99926008678144,19.90863994473625,22.03197504855347,24.99246510213725,66.97261235595097,169.6595221316829,670.1269207811886,3350.167131335281,669.7775643070928,10.01303540507696,44.19294322001936,46.92007789050317,48.94848078772154,51.94542614093553,93.93469946726586,441.0610685016549,940.2326915734515,4706.220435086458,938.6212843281153,23.5,,,,,,
2016-01-01T08:00,17.95943367331751,21.95194146769856,24.05635930235101,27.9221791442761,67.98120830450208,180.5694646287438,679.7580967676378,3401.768241820817,680.5506119388058,10.95781682152565,45.91606205813208,49.91255076134885,51.9884245036253,55.94218733871608,95.85985719084954,461.5566479882345,959.0790464963884,4800.751797149852,960.8101622743324,25.0,,,,,,
2016-01-01T09:00,18.04577306088077,25.07605082977491,26.04181918288042,33.093215050342,67.9639419432906,179.9001386394465,679.5900250232703,3402.464641094347,679.7468891896651,12.4395307966718,43.84685162753431,50.96112502877951,51.90193403932376,59.1772303240968,94.19964013929842,440.5261006884192,940.8304363302224,4695.909826385955,940.8320142466896,25.5,,,,,,
