timestamp,daily_1,daily_2,daily_3,daily_4,daily_5,daily_6,daily_7,daily_8,daily_9,daily_10,daily_11,daily_12,daily_13,daily_14,daily_15,daily_16,daily_17,daily_18,daily_19,daily_20,anomaly,
2016-01-01T00:00,15.97346551434661,11.36802080811848,15.85978451773285,10.90850468845011,65.92473196455671,161.7543234047484,662.1550913574175,3296.513118168315,659.6317759691142,5.476145974381509,31.03053717821074,25.68060691726623,29.91074309088227,25.87105080358056,80.95892640587137,301.6894177660996,802.7769523494779,4004.399496793762,799.5483907001299,12.5,,
2016-01-01T01:00,15.16513165837562,11.64043427566377,14.26757303314437,9.970560799460438,64.77577924963066,151.2500298140548,647.8454216029997,3257.645532128881,649.4280475436188,5.196434616186981,32.01048309955005,27.42599013450256,31.96822321624883,27.9093821281556,82.5364325075154,322.2283348239078,828.0418727207939,4052.662920285838,814.5214697966484,14.0,,
2016-01-01T02:00,14.82031467777183,11.325191745842,12.50481731297413,9.527546489637707,65.05200345538229,148.2688471634964,648.1180837522611,3253.927931796996,652.7572885570919,5.953664354079426,33.46789114044415,31.60217922912017,31.13276057766873,28.0740727065153,85.01903859307087,331.8096233444513,848.6982062498721,4177.21229972788,843.0611928481635,15.5,,
2016-01-01T03:00,15.2118666688415,12.39244548778124,11.54001524478411,8.628299640744041,65.10026263951622,150.3250365391272,647.6187251734035,3262.535267972392,648.3551087032929,5.76009080778828,36.47184135227332,32.08806049221901,31.64910301067152,28.71287280148182,86.41286264097837,353.1055170733949,853.5355624513677,4335.440981515611,863.5244568079895,16.5,,
2016-01-01T04:00,15.13638384495481,12.09515551758954,12.16818267864298,8.113512083060344,64.90394923123554,148.086078801731,651.0704923807845,3244.396108754221,652.0104962589303,6.212116297549191,37.18146212116372,35.50046567737221,35.6523648836411,32.37635125607255,88.37404924544181,371.8533697561678,879.0465251846006,4446.875143701685,874.022169626553,17.5,,
2016-01-01T05:00,15.2805083802949,14.4091288648573,13.47334488167208,12.09138847023448,65.03109644876766,149.9982164645748,652.7963659393267,3243.736894067194,647.7599930616461,6.670741223343969,40.06482157753852,39.91780355857725,39.27271537582953,37.04126358178786,88.99784391085215,395.5281240845924,908.7708218751873,4463.47773486933,903.5402410145498,19.5,,
2016-01-01T06:00,15.71950034252375,15.72361303343642,17.31587106147082,16.04955350311443,65.75584077626537,160.7065685236983,660.5284004694033,3297.66910334669,662.6391167192425,8.114117835564114,42.38511301422746,41.63033383870872,43.1059598957647,43.35080205276903,93.02711979119064,421.8625297533235,911.2869106500683,4572.795133028872,910.2696394970635,21.0,,
2016-01-01T07:00,16.88269306835615,19.56292137243673,21.92104215850532,24.87921748412663,66.72520586180939,169.7951304161481,670.1519100778199,3344.316643683052,669.1483355556363,10.12975320494395,43.98402608249157,47.18745760742564,48.79428170347914,52.57855836886544,94.04086480915015,449.0269262805586,933.2039754155389,4723.71625596791,946.7880733465787,23.5,,
2016-01-01T08:00,17.98250367187444,21.74879419332306,23.60482359829366,27.84876560728158,68.05989679773197,181.6324250235503,681.4093946938738,3414.264146019933,677.3653725129943,10.73259312453956,46.2740116745502,49.10392656224482,52.72813386881563,56.15818344831379,96.63609336496539,469.7667910676143,961.3840751555347,4749.485329069224,967.1030552707032,25.0,,
2016-01-01T09:00,18.15731700771174,25.6203956989494,26.54653038481566,33.54248904342588,68.07160730306981,179.3498311620843,681.8437560463909,3395.883767962137,679.5630787336386,12.79563073870209,44.53096601894048,51.94500135848342,51.02107666209574,57.97238918936383,94.72180896885978,432.1649534237688,933.1949204861609,4698.122343565478,944.4840902922579,25.5,,
2016-01-01T10:00,18.91446067593079,26.44406108402406,26.49094959951466,34.46285133984231,69.07182492687961,190.8908271840175,692.3480145866754,3450.004820998879,691.3390713083973,13.41746128081903,41.09734033956277,49.3959551717514,50.85345995899978,59.15181043148378,92.51053979722846,428.1729222152775,916.7451921803114,4548.461666270557,927.1416810862492,25.0,,
2016-01-01T11:00,18.90941501454432,25.18606972708632,25.60128372335255,31.21668680973564,68.81052452888444,191.1349847030552,687.215929709105,3443.358097286397,691.7208989221773,12.29651001825175,39.00904871914756,46.94805693850375,46.16654513551598,53.93248783865277,89.35107260940588,402.4019274245945,901.5743516952449,4517.91566751931,900.425708374245,23.0,,
2016-01-01T12:00,20.95502924994253,26.44074527133345,27.02842906681192,32.43239037069378,70.72524721476302,208.5477430736209,708.772564389002,3539.708900738529,708.1589634755513,12.92978426395273,35.02179694816305,39.30927094499344,40.96434262657634,45.55639202597633,84.0617761930416,341.8327170401978,851.588178838423,4237.590076228564,855.3854805541459,20.0,,
2016-01-01T13:00,22.22577247575242,28.63513346508325,27.63714662553956,33.50421675084471,71.98173556785822,219.4921546449913,722.0114565436978,3600.389110296564,719.2389568471157,14.32126973263119,30.91080764893068,36.85115916723329,36.69763875122833,41.62233558156105,80.12698041421359,297.2936910640927,809.0177974163926,4048.827415939112,804.2306892303071,18.0,,
2016-01-01T14:00,22.14751268741183,29.51672988273206,27.11575193303198,34.22037792724383,71.96533897397937,221.8659361682812,722.7892972836413,3607.49206211805,719.5762053523641,14.72563290883135,24.97601164184271,32.30307821952577,29.91983715251132,37.18484169868242,74.72667282797221,258.729810061001,758.187269438046,3736.721906528879,741.7071455273843,16.0,,
