timestamp,daily_1,daily_2,daily_3,daily_4,daily_5,daily_6,daily_7,daily_8,daily_9,daily_10,daily_11,daily_12,daily_13,daily_14,daily_15,daily_16,daily_17,daily_18,daily_19,daily_20,anomaly,nb anomalies,nb anomalies collectives,Unnamed: 24,Unnamed: 25
2016-01-01T00:00,16.12,10.99,15.89,11.33,65.95,158.81,661.38,3293.18,659.07,5.42,30.09,25.42,30.08,25.16,79.97,296.3,800.48,4000.44,797.22,12.47,,100,75,,
2016-01-01T01:00,14.94,10.92,13.95,10.4,65.02,148.89,649.81,3252.97,648.61,5.57,31.95,27.81,31.12,27.27,81.59,314.98,815.78,4093.68,821.71,13.77,,,,,
2016-01-01T02:00,14.88,12.25,12.99,10.47,64.95,150.3,648.93,3253.27,651.3,6.01,34.46,31.18,31.61,29.37,83.92,341.16,845.12,4188.79,840.58,15.61,,,,,
2016-01-01T03:00,14.9,12.24,11.06,8.47,65.11,150.49,651.09,3248.13,648.93,6.17,36.24,33.03,32.23,29.13,86.16,363.45,856.98,4284.64,864.07,16.51,,,,,
2016-01-01T04:00,15.01,12.25,11.82,9.43,64.9,150.74,648.83,3249.74,650.05,6.06,38.39,35.05,34.62,31.98,87.6,382.69,879.58,4418.23,879.47,17.72,,,,,
2016-01-01T05:00,14.99,14.28,13.81,12.81,64.86,149.41,650.82,3248.49,650.23,6.96,39.73,38.89,39.05,37.88,89.84,404.49,897.17,4496.48,903.96,19.36,,,,,
2016-01-01T06:00,15.9,16.14,17.02,17.35,65.91,160.48,658.73,3295.99,661.4,7.93,41.91,41.57,42.55,42.93,92.18,421.83,918.03,4607.01,922.43,20.95,,,,,
2016-01-01T07:00,17.08,20.3,21.91,24.94,67.07,170.11,671.08,3352.2,668.56,10.0,43.66,47.36,49.13,52.43,94.44,445.1,937.07,4690.25,939.41,23.32,,,,,
2016-01-01T08:00,17.91,21.77,24.05,28.23,68.0,180.53,679.12,3394.88,680.96,10.91,46.1,50.04,52.32,55.46,95.69,460.05,958.96,4782.12,964.02,25.16,,,,,
2016-01-01T09:00,17.97,25.34,26.13,32.97,67.91,178.81,680.61,3399.7,679.27,12.4,44.05,50.55,51.91,59.48,94.3,440.62,936.03,4711.73,939.42,25.3,,,,,
2016-01-01T10:00,18.89,27.15,27.17,35.02,69.04,191.28,691.11,3446.03,691.04,13.62,41.97,50.47,49.88,57.57,92.04,421.52,922.63,4580.46,918.95,25.02,,,,,
2016-01-01T11:00,19.09,24.69,25.88,32.32,69.02,190.6,689.77,3456.48,688.9,12.55,39.78,45.99,46.88,52.81,89.74,401.2,904.64,4492.05,897.33,23.05,,,,,
2016-01-01T12:00,20.86,26.19,26.89,32.4,70.94,210.88,708.79,3547.7,709.1,12.85,34.75,40.45,41.25,46.05,84.76,355.11,849.89,4224.36,848.96,20.0,,,,,
2016-01-01T13:00,22.08,28.31,28.07,34.43,72.11,220.43,720.49,3603.69,720.11,14.02,29.56,36.06,36.23,42.34,79.81,299.07,798.75,4007.16,799.39,17.84,,,,,
2016-01-01T14:00,21.95,28.76,26.99,34.34,71.88,220.99,719.26,3597.31,719.69,14.65,24.86,31.62,30.15,37.12,75.06,246.68,752.39,3743.21,750.37,15.99,,,,,
2016-01-01T15:00,23.07,31.24,26.76,34.82,73.0,228.61,728.94,3649.57,729.69,15.55,19.63,28.34,24.01,31.47,69.67,199.67,704.11,3474.56,702.29,13.76,,,,,
2016-01-01T16:00,24.12,32.12,27.22,34.97,74.11,238.7,741.11,3703.69,739.1,16.06,15.1,23.11,18.52,25.97,65.09,148.22,652.38,3241.78,650.67,11.71,,,,,
2016-01-01T17:00,23.13,28.76,24.76,30.68,72.88,228.77,730.13,3644.84,730.54,14.45,9.87,16.31,11.75,17.76,60.35,101.2,604.63,3018.12,599.08,7.9,,,,,
2016-01-01T18:00,21.97,28.81,23.76,30.63,72.04,219.16,720.97,3592.84,719.11,14.53,15.05,22.36,17.15,24.32,65.16,145.55,645.63,3249.62,651.49,10.95,,,,,
2016-01-01T19:00,20.95,26.26,21.76,26.61,71.13,210.59,711.14,3544.26,710.93,12.87,19.73,24.62,20.67,25.46,69.5,200.46,702.25,3505.87,695.03,12.56,,,,,
2016-01-01T20:00,18.99,21.77,19.73,22.89,68.92,191.01,690.2,3446.4,690.93,11.1,25.16,28.31,26.55,29.04,75.29,253.92,747.31,3760.53,754.04,13.94,,,,,
2016-01-01T21:00,19.01,20.89,18.83,21.4,69.0,189.88,690.95,3453.47,690.61,10.55,30.33,32.11,30.46,32.56,79.7,297.8,795.03,4018.43,804.39,16.21,,,,,
2016-01-01T22:00,17.97,19.92,17.96,20.35,67.87,179.99,678.74,3397.27,681.08,9.87,39.69,41.59,39.52,42.24,90.35,395.7,904.6,4505.95,904.46,20.78,,,,,
2016-01-01T23:00,17.03,15.75,17.17,16.43,66.99,171.28,669.78,3347.93,669.96,7.83,44.94,44.09,45.36,43.9,95.39,445.65,950.75,4752.65,952.89,21.93,,,,,
2016-01-02T00:00,16.02,10.73,16.27,10.71,66.01,160.62,659.53,3300.08,659.4,5.47,30.08,24.91,30.45,25.5,80.2,304.19,801.34,3981.63,802.56,12.34,,,,,
2016-01-02T01:00,15.01,11.32,14.25,9.8,65.04,151.02,649.75,3243.87,651.05,5.57,32.01,28.27,31.37,26.65,81.52,316.98,819.75,4076.07,817.45,13.95,,,,,
2016-01-02T02:00,14.97,11.83,13.16,10.42,64.94,150.87,649.82,3251.55,648.74,5.92,34.04,30.56,32.14,28.66,84.26,341.89,837.73,4198.59,841.07,15.32,,,,,
2016-01-02T03:00,15.03,12.25,10.79,7.93,65.12,148.6,648.77,3254.78,649.34,5.94,36.49,33.3,32.43,29.36,86.01,356.57,860.17,4304.89,861.26,16.49,,,,,
2016-01-02T04:00,15.09,12.34,11.95,8.62,65.14,151.21,651.28,3254.01,650.62,6.09,38.32,35.37,35.34,31.62,88.38,378.6,879.4,4381.47,879.23,17.37,,,,,
2016-01-02T05:00,14.93,13.96,13.93,13.05,64.94,148.91,650.48,3256.08,648.99,7.09,40.48,39.12,38.96,37.5,89.73,401.82,898.24,4482.72,904.2,19.62,,,,,
2016-01-02T06:00,16.04,15.72,17.18,16.75,65.93,160.19,660.83,3303.25,661.12,8.15,42.05,41.67,43.18,42.43,91.91,423.95,914.95,4608.6,916.52,21.04,,,,,
2016-01-02T07:00,17.13,20.19,22.21,24.73,66.89,169.58,670.28,3344.04,669.12,10.01,43.58,47.22,49.1,52.49,94.41,435.45,938.12,4707.47,937.18,23.7,,,,,
2016-01-02T08:00,18.02,22.31,24.23,28.07,68.01,178.63,679.08,3400.36,680.13,10.95,46.27,50.04,51.99,55.51,96.18,455.51,954.88,4786.56,964.58,25.07,,,,,
2016-01-02T09:00,17.91,24.9,26.06,32.87,68.12,179.58,680.8,3403.31,680.72,12.58,43.92,50.86,52.05,58.82,94.09,440.43,942.83,4721.27,940.63,25.47,,,,,
2016-01-02T10:00,18.98,27.16,26.84,34.71,69.05,190.03,690.21,3450.46,691.0,13.46,41.94,50.44,49.84,57.49,92.13,417.17,918.82,4594.36,915.4,25.19,,,,,
2016-01-02T11:00,18.95,25.1,25.76,32.18,69.1,190.73,690.68,3454.41,691.16,12.5,40.15,46.0,47.4,52.55,90.15,402.79,895.62,4510.15,900.02,22.98,,,,,
